"","DayPlaceID","nRing","nHour","nrmse","Biotype","TempCond","BiotypeID","TempCondID","BioTempID"
"1",1,1,1,20.3366084466755,"Forest","Warm",1,1,1
"2",1,1,2,13.7980511924893,"Forest","Warm",1,1,1
"3",1,1,3,11.1372603142496,"Forest","Warm",1,1,1
"4",1,1,4,9.49678656101222,"Forest","Warm",1,1,1
"5",1,1,5,8.39307339850023,"Forest","Warm",1,1,1
"6",1,1,6,7.59349000286903,"Forest","Warm",1,1,1
"7",1,1,7,6.93749931413973,"Forest","Warm",1,1,1
"8",1,1,8,6.41012828167854,"Forest","Warm",1,1,1
"9",1,1,9,5.97267363803413,"Forest","Warm",1,1,1
"10",1,1,10,5.60121137820308,"Forest","Warm",1,1,1
"11",1,1,11,5.26612186918513,"Forest","Warm",1,1,1
"12",1,1,12,4.99752917825073,"Forest","Warm",1,1,1
"13",1,1,13,4.73957149767273,"Forest","Warm",1,1,1
"14",1,1,14,4.48883149540695,"Forest","Warm",1,1,1
"15",1,1,15,4.27535901540805,"Forest","Warm",1,1,1
"16",1,1,16,4.08449752052759,"Forest","Warm",1,1,1
"17",1,1,17,3.89942921925356,"Forest","Warm",1,1,1
"18",1,1,18,3.71962028573306,"Forest","Warm",1,1,1
"19",1,1,19,3.56420120711023,"Forest","Warm",1,1,1
"20",1,1,20,3.41259458595838,"Forest","Warm",1,1,1
"21",1,1,21,3.25890907053122,"Forest","Warm",1,1,1
"22",1,1,22,3.11984149016493,"Forest","Warm",1,1,1
"23",1,1,23,2.98224136247069,"Forest","Warm",1,1,1
"24",1,1,24,2.84835064834195,"Forest","Warm",1,1,1
"25",1,5,1,15.7559709843551,"Forest","Warm",1,1,1
"26",1,5,2,10.1242511416349,"Forest","Warm",1,1,1
"27",1,5,3,8.10808657164251,"Forest","Warm",1,1,1
"28",1,5,4,6.82123163794968,"Forest","Warm",1,1,1
"29",1,5,5,5.96628992265697,"Forest","Warm",1,1,1
"30",1,5,6,5.36464080966942,"Forest","Warm",1,1,1
"31",1,5,7,4.85044455136101,"Forest","Warm",1,1,1
"32",1,5,8,4.43231143063978,"Forest","Warm",1,1,1
"33",1,5,9,4.08969454399665,"Forest","Warm",1,1,1
"34",1,5,10,3.7896911958705,"Forest","Warm",1,1,1
"35",1,5,11,3.518022836383,"Forest","Warm",1,1,1
"36",1,5,12,3.31143035724708,"Forest","Warm",1,1,1
"37",1,5,13,3.10258718715632,"Forest","Warm",1,1,1
"38",1,5,14,2.87894385801936,"Forest","Warm",1,1,1
"39",1,5,15,2.69841873767209,"Forest","Warm",1,1,1
"40",1,5,16,2.53716980298114,"Forest","Warm",1,1,1
"41",1,5,17,2.3733075184944,"Forest","Warm",1,1,1
"42",1,5,18,2.20407532201111,"Forest","Warm",1,1,1
"43",1,5,19,2.06468207157323,"Forest","Warm",1,1,1
"44",1,5,20,1.92003186591709,"Forest","Warm",1,1,1
"45",1,5,21,1.76101204065519,"Forest","Warm",1,1,1
"46",1,5,22,1.61595363146786,"Forest","Warm",1,1,1
"47",1,5,23,1.4583877364612,"Forest","Warm",1,1,1
"48",1,5,24,1.27955566984802,"Forest","Warm",1,1,1
"49",1,10,1,12.8125073156251,"Forest","Warm",1,1,1
"50",1,10,2,9.46990662769067,"Forest","Warm",1,1,1
"51",1,10,3,7.57253157943288,"Forest","Warm",1,1,1
"52",1,10,4,6.33980777410122,"Forest","Warm",1,1,1
"53",1,10,5,5.52611203599894,"Forest","Warm",1,1,1
"54",1,10,6,4.96134419559729,"Forest","Warm",1,1,1
"55",1,10,7,4.47168328967371,"Forest","Warm",1,1,1
"56",1,10,8,4.0704227862882,"Forest","Warm",1,1,1
"57",1,10,9,3.74248823680544,"Forest","Warm",1,1,1
"58",1,10,10,3.45345481050009,"Forest","Warm",1,1,1
"59",1,10,11,3.19056881703235,"Forest","Warm",1,1,1
"60",1,10,12,2.99555776182723,"Forest","Warm",1,1,1
"61",1,10,13,2.79403968961114,"Forest","Warm",1,1,1
"62",1,10,14,2.57058489419583,"Forest","Warm",1,1,1
"63",1,10,15,2.39561220047675,"Forest","Warm",1,1,1
"64",1,10,16,2.23657373514609,"Forest","Warm",1,1,1
"65",1,10,17,2.07324294439179,"Forest","Warm",1,1,1
"66",1,10,18,1.90074100639077,"Forest","Warm",1,1,1
"67",1,10,19,1.76288169515484,"Forest","Warm",1,1,1
"68",1,10,20,1.61469560987433,"Forest","Warm",1,1,1
"69",1,10,21,1.44798104794276,"Forest","Warm",1,1,1
"70",1,10,22,1.29335777084694,"Forest","Warm",1,1,1
"71",1,10,23,1.12059974735226,"Forest","Warm",1,1,1
"72",1,10,24,0.899576689518165,"Forest","Warm",1,1,1
"73",2,1,1,14.9188221256175,"Forest","Warm",1,1,1
"74",2,1,2,10.3997329374623,"Forest","Warm",1,1,1
"75",2,1,3,8.42154813237596,"Forest","Warm",1,1,1
"76",2,1,4,7.24607588758296,"Forest","Warm",1,1,1
"77",2,1,5,6.39422219278285,"Forest","Warm",1,1,1
"78",2,1,6,5.8042029969985,"Forest","Warm",1,1,1
"79",2,1,7,5.32004773224923,"Forest","Warm",1,1,1
"80",2,1,8,4.94776883065549,"Forest","Warm",1,1,1
"81",2,1,9,4.62833290551596,"Forest","Warm",1,1,1
"82",2,1,10,4.34837442943071,"Forest","Warm",1,1,1
"83",2,1,11,4.12621641653109,"Forest","Warm",1,1,1
"84",2,1,12,3.90696236822229,"Forest","Warm",1,1,1
"85",2,1,13,3.72798695916052,"Forest","Warm",1,1,1
"86",2,1,14,3.55760942117839,"Forest","Warm",1,1,1
"87",2,1,15,3.40159689697888,"Forest","Warm",1,1,1
"88",2,1,16,3.26809004341055,"Forest","Warm",1,1,1
"89",2,1,17,3.13560306610708,"Forest","Warm",1,1,1
"90",2,1,18,3.01764984527482,"Forest","Warm",1,1,1
"91",2,1,19,2.90317494302392,"Forest","Warm",1,1,1
"92",2,1,20,2.79771150362836,"Forest","Warm",1,1,1
"93",2,1,21,2.70136258944741,"Forest","Warm",1,1,1
"94",2,1,22,2.60970184471521,"Forest","Warm",1,1,1
"95",2,1,23,2.52164759377263,"Forest","Warm",1,1,1
"96",2,1,24,2.43645738004989,"Forest","Warm",1,1,1
"97",2,5,1,8.46267364733192,"Forest","Warm",1,1,1
"98",2,5,2,6.83028326468428,"Forest","Warm",1,1,1
"99",2,5,3,5.49263517631758,"Forest","Warm",1,1,1
"100",2,5,4,4.69426576125184,"Forest","Warm",1,1,1
"101",2,5,5,4.07205281706411,"Forest","Warm",1,1,1
"102",2,5,6,3.66585173015904,"Forest","Warm",1,1,1
"103",2,5,7,3.32812739220289,"Forest","Warm",1,1,1
"104",2,5,8,3.07348456910285,"Forest","Warm",1,1,1
"105",2,5,9,2.84584424315394,"Forest","Warm",1,1,1
"106",2,5,10,2.63475950749612,"Forest","Warm",1,1,1
"107",2,5,11,2.48506836390136,"Forest","Warm",1,1,1
"108",2,5,12,2.31647421897413,"Forest","Warm",1,1,1
"109",2,5,13,2.18652035583893,"Forest","Warm",1,1,1
"110",2,5,14,2.05504460274299,"Forest","Warm",1,1,1
"111",2,5,15,1.93356138812647,"Forest","Warm",1,1,1
"112",2,5,16,1.83162823316817,"Forest","Warm",1,1,1
"113",2,5,17,1.72121789976228,"Forest","Warm",1,1,1
"114",2,5,18,1.62676568642352,"Forest","Warm",1,1,1
"115",2,5,19,1.52749884662236,"Forest","Warm",1,1,1
"116",2,5,20,1.43621781340949,"Forest","Warm",1,1,1
"117",2,5,21,1.35081785361053,"Forest","Warm",1,1,1
"118",2,5,22,1.26401496226576,"Forest","Warm",1,1,1
"119",2,5,23,1.17741092881472,"Forest","Warm",1,1,1
"120",2,5,24,1.08369478913378,"Forest","Warm",1,1,1
"121",2,10,1,10.0939009755127,"Forest","Warm",1,1,1
"122",2,10,2,6.19355057239447,"Forest","Warm",1,1,1
"123",2,10,3,4.96371976041188,"Forest","Warm",1,1,1
"124",2,10,4,4.23291312435217,"Forest","Warm",1,1,1
"125",2,10,5,3.64668959014361,"Forest","Warm",1,1,1
"126",2,10,6,3.27304076705877,"Forest","Warm",1,1,1
"127",2,10,7,2.96145577710119,"Forest","Warm",1,1,1
"128",2,10,8,2.72786226423753,"Forest","Warm",1,1,1
"129",2,10,9,2.51467343039421,"Forest","Warm",1,1,1
"130",2,10,10,2.31382939507721,"Forest","Warm",1,1,1
"131",2,10,11,2.17630884832674,"Forest","Warm",1,1,1
"132",2,10,12,2.0158524142723,"Forest","Warm",1,1,1
"133",2,10,13,1.89325276568203,"Forest","Warm",1,1,1
"134",2,10,14,1.76677194469028,"Forest","Warm",1,1,1
"135",2,10,15,1.64893839398952,"Forest","Warm",1,1,1
"136",2,10,16,1.55100912971515,"Forest","Warm",1,1,1
"137",2,10,17,1.44158765561737,"Forest","Warm",1,1,1
"138",2,10,18,1.34927849828553,"Forest","Warm",1,1,1
"139",2,10,19,1.24872681722861,"Forest","Warm",1,1,1
"140",2,10,20,1.15589870653024,"Forest","Warm",1,1,1
"141",2,10,21,1.06857688062693,"Forest","Warm",1,1,1
"142",2,10,22,0.976456902233784,"Forest","Warm",1,1,1
"143",2,10,23,0.88103701474622,"Forest","Warm",1,1,1
"144",2,10,24,0.770830819294695,"Forest","Warm",1,1,1
"145",3,1,1,15.2492893787679,"Forest","Warm",1,1,1
"146",3,1,2,10.6011404987283,"Forest","Warm",1,1,1
"147",3,1,3,8.58778707974091,"Forest","Warm",1,1,1
"148",3,1,4,7.38372354587395,"Forest","Warm",1,1,1
"149",3,1,5,6.57808536859504,"Forest","Warm",1,1,1
"150",3,1,6,5.93556575968225,"Forest","Warm",1,1,1
"151",3,1,7,5.47317490574638,"Forest","Warm",1,1,1
"152",3,1,8,5.07006618094479,"Forest","Warm",1,1,1
"153",3,1,9,4.76254106838274,"Forest","Warm",1,1,1
"154",3,1,10,4.48299164152118,"Forest","Warm",1,1,1
"155",3,1,11,4.24254428197316,"Forest","Warm",1,1,1
"156",3,1,12,4.02899979173423,"Forest","Warm",1,1,1
"157",3,1,13,3.83914719420817,"Forest","Warm",1,1,1
"158",3,1,14,3.67257915924028,"Forest","Warm",1,1,1
"159",3,1,15,3.51299908567907,"Forest","Warm",1,1,1
"160",3,1,16,3.37342840459715,"Forest","Warm",1,1,1
"161",3,1,17,3.24021757797453,"Forest","Warm",1,1,1
"162",3,1,18,3.12155743172235,"Forest","Warm",1,1,1
"163",3,1,19,3.01393238988698,"Forest","Warm",1,1,1
"164",3,1,20,2.90773976988602,"Forest","Warm",1,1,1
"165",3,1,21,2.80711150697687,"Forest","Warm",1,1,1
"166",3,1,22,2.71485331748309,"Forest","Warm",1,1,1
"167",3,1,23,2.62776198590606,"Forest","Warm",1,1,1
"168",3,1,24,2.5423756117755,"Forest","Warm",1,1,1
"169",3,5,1,10.526279103125,"Forest","Warm",1,1,1
"170",3,5,2,6.88544204318171,"Forest","Warm",1,1,1
"171",3,5,3,5.49421013943382,"Forest","Warm",1,1,1
"172",3,5,4,4.6863448626926,"Forest","Warm",1,1,1
"173",3,5,5,4.13709597614447,"Forest","Warm",1,1,1
"174",3,5,6,3.67994725856254,"Forest","Warm",1,1,1
"175",3,5,7,3.37385790535491,"Forest","Warm",1,1,1
"176",3,5,8,3.08526682937276,"Forest","Warm",1,1,1
"177",3,5,9,2.87673394976745,"Forest","Warm",1,1,1
"178",3,5,10,2.67826508967806,"Forest","Warm",1,1,1
"179",3,5,11,2.50779595364205,"Forest","Warm",1,1,1
"180",3,5,12,2.35052371591647,"Forest","Warm",1,1,1
"181",3,5,13,2.21066530270197,"Forest","Warm",1,1,1
"182",3,5,14,2.0885141362567,"Forest","Warm",1,1,1
"183",3,5,15,1.96372627820119,"Forest","Warm",1,1,1
"184",3,5,16,1.85708727881169,"Forest","Warm",1,1,1
"185",3,5,17,1.74916022501802,"Forest","Warm",1,1,1
"186",3,5,18,1.65268662668548,"Forest","Warm",1,1,1
"187",3,5,19,1.56867241028483,"Forest","Warm",1,1,1
"188",3,5,20,1.47718067139278,"Forest","Warm",1,1,1
"189",3,5,21,1.38632214780831,"Forest","Warm",1,1,1
"190",3,5,22,1.30289118132328,"Forest","Warm",1,1,1
"191",3,5,23,1.21819200643697,"Forest","Warm",1,1,1
"192",3,5,24,1.12689941224182,"Forest","Warm",1,1,1
"193",3,10,1,9.6271262856935,"Forest","Warm",1,1,1
"194",3,10,2,6.20084301730902,"Forest","Warm",1,1,1
"195",3,10,3,4.9079944398539,"Forest","Warm",1,1,1
"196",3,10,4,4.18023082668652,"Forest","Warm",1,1,1
"197",3,10,5,3.67616496836301,"Forest","Warm",1,1,1
"198",3,10,6,3.25213751501518,"Forest","Warm",1,1,1
"199",3,10,7,2.97439576257644,"Forest","Warm",1,1,1
"200",3,10,8,2.70473763829201,"Forest","Warm",1,1,1
"201",3,10,9,2.5151155870329,"Forest","Warm",1,1,1
"202",3,10,10,2.33012868429898,"Forest","Warm",1,1,1
"203",3,10,11,2.1731682354662,"Forest","Warm",1,1,1
"204",3,10,12,2.02339957572863,"Forest","Warm",1,1,1
"205",3,10,13,1.89271042695196,"Forest","Warm",1,1,1
"206",3,10,14,1.77767081551,"Forest","Warm",1,1,1
"207",3,10,15,1.65716419227618,"Forest","Warm",1,1,1
"208",3,10,16,1.55459239126491,"Forest","Warm",1,1,1
"209",3,10,17,1.45027754647593,"Forest","Warm",1,1,1
"210",3,10,18,1.35496284407881,"Forest","Warm",1,1,1
"211",3,10,19,1.27342598319416,"Forest","Warm",1,1,1
"212",3,10,20,1.18108020994571,"Forest","Warm",1,1,1
"213",3,10,21,1.0874462905249,"Forest","Warm",1,1,1
"214",3,10,22,1.00095981013899,"Forest","Warm",1,1,1
"215",3,10,23,0.908649977383765,"Forest","Warm",1,1,1
"216",3,10,24,0.801788709423792,"Forest","Warm",1,1,1
"217",4,1,1,19.1452991544835,"Forest","Cold",1,2,2
"218",4,1,2,13.2750880165267,"Forest","Cold",1,2,2
"219",4,1,3,10.7834439303817,"Forest","Cold",1,2,2
"220",4,1,4,9.27430126550293,"Forest","Cold",1,2,2
"221",4,1,5,8.26054026389345,"Forest","Cold",1,2,2
"222",4,1,6,7.50139743649183,"Forest","Cold",1,2,2
"223",4,1,7,6.89889702792496,"Forest","Cold",1,2,2
"224",4,1,8,6.41754954671436,"Forest","Cold",1,2,2
"225",4,1,9,6.01170545701469,"Forest","Cold",1,2,2
"226",4,1,10,5.64573594927939,"Forest","Cold",1,2,2
"227",4,1,11,5.34794292023531,"Forest","Cold",1,2,2
"228",4,1,12,5.09849010831088,"Forest","Cold",1,2,2
"229",4,1,13,4.84906764457924,"Forest","Cold",1,2,2
"230",4,1,14,4.63596876750557,"Forest","Cold",1,2,2
"231",4,1,15,4.4541650893859,"Forest","Cold",1,2,2
"232",4,1,16,4.27659695991017,"Forest","Cold",1,2,2
"233",4,1,17,4.11125986977045,"Forest","Cold",1,2,2
"234",4,1,18,3.9653504575107,"Forest","Cold",1,2,2
"235",4,1,19,3.83068418347706,"Forest","Cold",1,2,2
"236",4,1,20,3.70203712564545,"Forest","Cold",1,2,2
"237",4,1,21,3.57955970777801,"Forest","Cold",1,2,2
"238",4,1,22,3.4670695378656,"Forest","Cold",1,2,2
"239",4,1,23,3.35700805863892,"Forest","Cold",1,2,2
"240",4,1,24,3.25430328285358,"Forest","Cold",1,2,2
"241",4,5,1,11.976848050229,"Forest","Cold",1,2,2
"242",4,5,2,8.42859282757153,"Forest","Cold",1,2,2
"243",4,5,3,6.76020196762623,"Forest","Cold",1,2,2
"244",4,5,4,5.75471393802657,"Forest","Cold",1,2,2
"245",4,5,5,5.09212698349074,"Forest","Cold",1,2,2
"246",4,5,6,4.58643058858347,"Forest","Cold",1,2,2
"247",4,5,7,4.16978460013362,"Forest","Cold",1,2,2
"248",4,5,8,3.84939701701307,"Forest","Cold",1,2,2
"249",4,5,9,3.57481429515462,"Forest","Cold",1,2,2
"250",4,5,10,3.30388036518964,"Forest","Cold",1,2,2
"251",4,5,11,3.10316156756383,"Forest","Cold",1,2,2
"252",4,5,12,2.937534081193,"Forest","Cold",1,2,2
"253",4,5,13,2.74449195182198,"Forest","Cold",1,2,2
"254",4,5,14,2.58873635498196,"Forest","Cold",1,2,2
"255",4,5,15,2.45726213210184,"Forest","Cold",1,2,2
"256",4,5,16,2.32022386935891,"Forest","Cold",1,2,2
"257",4,5,17,2.19226016683819,"Forest","Cold",1,2,2
"258",4,5,18,2.08180077686001,"Forest","Cold",1,2,2
"259",4,5,19,1.97466127736009,"Forest","Cold",1,2,2
"260",4,5,20,1.86821171069533,"Forest","Cold",1,2,2
"261",4,5,21,1.76383259969556,"Forest","Cold",1,2,2
"262",4,5,22,1.66497487937725,"Forest","Cold",1,2,2
"263",4,5,23,1.56113993700415,"Forest","Cold",1,2,2
"264",4,5,24,1.45848176517973,"Forest","Cold",1,2,2
"265",4,10,1,10.5701095046247,"Forest","Cold",1,2,2
"266",4,10,2,7.532147038946,"Forest","Cold",1,2,2
"267",4,10,3,5.97303824739273,"Forest","Cold",1,2,2
"268",4,10,4,5.06209677014539,"Forest","Cold",1,2,2
"269",4,10,5,4.46898189069578,"Forest","Cold",1,2,2
"270",4,10,6,4.01025062235632,"Forest","Cold",1,2,2
"271",4,10,7,3.62932683573367,"Forest","Cold",1,2,2
"272",4,10,8,3.33849793586215,"Forest","Cold",1,2,2
"273",4,10,9,3.08965540079014,"Forest","Cold",1,2,2
"274",4,10,10,2.83429531955909,"Forest","Cold",1,2,2
"275",4,10,11,2.65172371958976,"Forest","Cold",1,2,2
"276",4,10,12,2.50179577286521,"Forest","Cold",1,2,2
"277",4,10,13,2.31698320292275,"Forest","Cold",1,2,2
"278",4,10,14,2.17032369599242,"Forest","Cold",1,2,2
"279",4,10,15,2.04739281401486,"Forest","Cold",1,2,2
"280",4,10,16,1.91566644088769,"Forest","Cold",1,2,2
"281",4,10,17,1.79225035745765,"Forest","Cold",1,2,2
"282",4,10,18,1.68668009133357,"Forest","Cold",1,2,2
"283",4,10,19,1.5812972716982,"Forest","Cold",1,2,2
"284",4,10,20,1.47514783580676,"Forest","Cold",1,2,2
"285",4,10,21,1.36928680951241,"Forest","Cold",1,2,2
"286",4,10,22,1.26667096752253,"Forest","Cold",1,2,2
"287",4,10,23,1.15473899934415,"Forest","Cold",1,2,2
"288",4,10,24,1.03656444130449,"Forest","Cold",1,2,2
"289",5,1,1,17.2732963357271,"Forest","Warm",1,1,1
"290",5,1,2,12.4313593898731,"Forest","Warm",1,1,1
"291",5,1,3,10.0772817061997,"Forest","Warm",1,1,1
"292",5,1,4,8.70617919771865,"Forest","Warm",1,1,1
"293",5,1,5,7.74311366338355,"Forest","Warm",1,1,1
"294",5,1,6,7.04083370228332,"Forest","Warm",1,1,1
"295",5,1,7,6.48012696343418,"Forest","Warm",1,1,1
"296",5,1,8,6.04892934552434,"Forest","Warm",1,1,1
"297",5,1,9,5.66260984835597,"Forest","Warm",1,1,1
"298",5,1,10,5.34768935861985,"Forest","Warm",1,1,1
"299",5,1,11,5.06801882688987,"Forest","Warm",1,1,1
"300",5,1,12,4.82910574571231,"Forest","Warm",1,1,1
"301",5,1,13,4.60977003082836,"Forest","Warm",1,1,1
"302",5,1,14,4.41587732432032,"Forest","Warm",1,1,1
"303",5,1,15,4.24115929172436,"Forest","Warm",1,1,1
"304",5,1,16,4.08413417679132,"Forest","Warm",1,1,1
"305",5,1,17,3.93751692010128,"Forest","Warm",1,1,1
"306",5,1,18,3.79888683536152,"Forest","Warm",1,1,1
"307",5,1,19,3.67545687044682,"Forest","Warm",1,1,1
"308",5,1,20,3.56158756997625,"Forest","Warm",1,1,1
"309",5,1,21,3.4523465683123,"Forest","Warm",1,1,1
"310",5,1,22,3.34897898336706,"Forest","Warm",1,1,1
"311",5,1,23,3.25262367227965,"Forest","Warm",1,1,1
"312",5,1,24,3.16184028764445,"Forest","Warm",1,1,1
"313",5,5,1,10.4135089186766,"Forest","Warm",1,1,1
"314",5,5,2,7.43931900795798,"Forest","Warm",1,1,1
"315",5,5,3,5.94337089001824,"Forest","Warm",1,1,1
"316",5,5,4,5.10967110074267,"Forest","Warm",1,1,1
"317",5,5,5,4.49940161904273,"Forest","Warm",1,1,1
"318",5,5,6,4.06112873205012,"Forest","Warm",1,1,1
"319",5,5,7,3.71037999280547,"Forest","Warm",1,1,1
"320",5,5,8,3.44628895263442,"Forest","Warm",1,1,1
"321",5,5,9,3.18772331147898,"Forest","Warm",1,1,1
"322",5,5,10,2.98365884178155,"Forest","Warm",1,1,1
"323",5,5,11,2.80019075460132,"Forest","Warm",1,1,1
"324",5,5,12,2.64057686348349,"Forest","Warm",1,1,1
"325",5,5,13,2.489647894023,"Forest","Warm",1,1,1
"326",5,5,14,2.35751336716645,"Forest","Warm",1,1,1
"327",5,5,15,2.23699283751144,"Forest","Warm",1,1,1
"328",5,5,16,2.12557880840543,"Forest","Warm",1,1,1
"329",5,5,17,2.02400740069935,"Forest","Warm",1,1,1
"330",5,5,18,1.92024712804554,"Forest","Warm",1,1,1
"331",5,5,19,1.83080855090786,"Forest","Warm",1,1,1
"332",5,5,20,1.7448299199322,"Forest","Warm",1,1,1
"333",5,5,21,1.65805859102395,"Forest","Warm",1,1,1
"334",5,5,22,1.57468318655411,"Forest","Warm",1,1,1
"335",5,5,23,1.4930626983728,"Forest","Warm",1,1,1
"336",5,5,24,1.41276838876944,"Forest","Warm",1,1,1
"337",5,10,1,9.97950207237888,"Forest","Warm",1,1,1
"338",5,10,2,6.4869973578394,"Forest","Warm",1,1,1
"339",5,10,3,5.13467202505448,"Forest","Warm",1,1,1
"340",5,10,4,4.4043968429349,"Forest","Warm",1,1,1
"341",5,10,5,3.85868213956506,"Forest","Warm",1,1,1
"342",5,10,6,3.471215973745,"Forest","Warm",1,1,1
"343",5,10,7,3.15969543505115,"Forest","Warm",1,1,1
"344",5,10,8,2.92831506525288,"Forest","Warm",1,1,1
"345",5,10,9,2.69158669658636,"Forest","Warm",1,1,1
"346",5,10,10,2.50833273796006,"Forest","Warm",1,1,1
"347",5,10,11,2.3408917748477,"Forest","Warm",1,1,1
"348",5,10,12,2.19532597914707,"Forest","Warm",1,1,1
"349",5,10,13,2.05544963038963,"Forest","Warm",1,1,1
"350",5,10,14,1.93441696022727,"Forest","Warm",1,1,1
"351",5,10,15,1.82189573142507,"Forest","Warm",1,1,1
"352",5,10,16,1.71749783978965,"Forest","Warm",1,1,1
"353",5,10,17,1.62269284247286,"Forest","Warm",1,1,1
"354",5,10,18,1.52231976038016,"Forest","Warm",1,1,1
"355",5,10,19,1.43654033405105,"Forest","Warm",1,1,1
"356",5,10,20,1.3524774218619,"Forest","Warm",1,1,1
"357",5,10,21,1.26516218402075,"Forest","Warm",1,1,1
"358",5,10,22,1.17978511341737,"Forest","Warm",1,1,1
"359",5,10,23,1.09319628953859,"Forest","Warm",1,1,1
"360",5,10,24,1.0031152717746,"Forest","Warm",1,1,1
"361",6,1,1,18.5770282481068,"Forest","Cold",1,2,2
"362",6,1,2,13.5964702413535,"Forest","Cold",1,2,2
"363",6,1,3,11.0678975836279,"Forest","Cold",1,2,2
"364",6,1,4,9.5106602665676,"Forest","Cold",1,2,2
"365",6,1,5,8.4412116524681,"Forest","Cold",1,2,2
"366",6,1,6,7.6678660148628,"Forest","Cold",1,2,2
"367",6,1,7,7.0713375342651,"Forest","Cold",1,2,2
"368",6,1,8,6.5482406827564,"Forest","Cold",1,2,2
"369",6,1,9,6.1418511276723,"Forest","Cold",1,2,2
"370",6,1,10,5.7736382942834,"Forest","Cold",1,2,2
"371",6,1,11,5.4692054991893,"Forest","Cold",1,2,2
"372",6,1,12,5.1979818248765,"Forest","Cold",1,2,2
"373",6,1,13,4.9617359081323,"Forest","Cold",1,2,2
"374",6,1,14,4.740550296667,"Forest","Cold",1,2,2
"375",6,1,15,4.5542755956345,"Forest","Cold",1,2,2
"376",6,1,16,4.3584627561602,"Forest","Cold",1,2,2
"377",6,1,17,4.2079581584628,"Forest","Cold",1,2,2
"378",6,1,18,4.0451916945291,"Forest","Cold",1,2,2
"379",6,1,19,3.9063012673999,"Forest","Cold",1,2,2
"380",6,1,20,3.7705128930452,"Forest","Cold",1,2,2
"381",6,1,21,3.6464668987765,"Forest","Cold",1,2,2
"382",6,1,22,3.5328231694279,"Forest","Cold",1,2,2
"383",6,1,23,3.4193001480877,"Forest","Cold",1,2,2
"384",6,1,24,3.3136582368865,"Forest","Cold",1,2,2
"385",6,5,1,11.7613427313871,"Forest","Cold",1,2,2
"386",6,5,2,8.5788957734979,"Forest","Cold",1,2,2
"387",6,5,3,6.9243608512629,"Forest","Cold",1,2,2
"388",6,5,4,5.9100355774672,"Forest","Cold",1,2,2
"389",6,5,5,5.1813074005183,"Forest","Cold",1,2,2
"390",6,5,6,4.6874740266602,"Forest","Cold",1,2,2
"391",6,5,7,4.2878935012122,"Forest","Cold",1,2,2
"392",6,5,8,3.9253499832799,"Forest","Cold",1,2,2
"393",6,5,9,3.654948156759,"Forest","Cold",1,2,2
"394",6,5,10,3.3881538488388,"Forest","Cold",1,2,2
"395",6,5,11,3.1757446985399,"Forest","Cold",1,2,2
"396",6,5,12,2.9841403505194,"Forest","Cold",1,2,2
"397",6,5,13,2.8169541480648,"Forest","Cold",1,2,2
"398",6,5,14,2.6538158283334,"Forest","Cold",1,2,2
"399",6,5,15,2.5234959781011,"Forest","Cold",1,2,2
